,name,Price,year,kms_driven,fuel_type,company
12851,Maruti Swift VXI,575000,2020,35000,Petrol,Maruti
12852,Toyota Corolla Altis,475000,2012,73001,Petrol,Toyota
12853,Honda City 1.5,349000,2011,39000,Petrol,Honda
12854,Mahindra XUV500 W6,790000,2015,58000,Diesel,Mahindra
12855,Ford Figo Diesel,245000,2013,76091,Diesel,Ford
12856,Maruti Alto 800,295000,2016,30265,CNG,Maruti
12857,Toyota Innova 2.5,650000,2012,39000,Diesel,Toyota
12858,Honda Jazz X,325000,2012,40383,Petrol,Honda
12859,Honda City 1.5,360000,2011,70778,Petrol,Honda
12860,Maruti Baleno Delta,615000,2018,32000,Diesel,Maruti
12861,Skoda Superb Elegance,950000,2014,32000,Petrol,Skoda
12862,Maruti Estilo LXI,165000,2010,52028,Petrol,Maruti
12863,Maruti Swift Dzire,495000,2016,39000,Petrol,Maruti
12864,Honda City i,620000,2015,58000,Petrol,Honda
12865,Hyundai Verna 1.4,825000,2018,11500,Petrol,Hyundai
12866,Maruti Alto LXi,170000,2010,40000,Petrol,Maruti
12867,Toyota Innova Crysta,1450000,2017,52000,Diesel,Toyota
12868,Ford Ecosport 2015-2021,580000,2016,53620,Petrol,Ford
12869,Mitsubishi Outlander 2.4,745000,2012,61000,Petrol,others
12870,Maruti Ciaz VDi,550000,2015,84000,Diesel,Maruti
12871,Toyota Corolla Altis,869999,2014,42000,Petrol,Toyota
12872,Toyota Etios G,340000,2012,55000,Petrol,Toyota
12873,Hyundai i20 1.4,660000,2018,69000,Diesel,Hyundai
12874,Maruti Swift Dzire,353000,2012,48059,Diesel,Maruti
12875,Hyundai Santro Xing,125000,2009,63000,Petrol,Hyundai
12876,Maruti Ciaz 1.4,811000,2018,49000,Petrol,Maruti
12877,Maruti Baleno Delta,600000,2018,39000,Petrol,Maruti
12878,Honda Mobilio E,500000,2017,120000,Petrol,Honda
12879,Hyundai Grand i10,470000,2017,46000,Petrol,Hyundai
12880,BMW 3 Series,2100000,2016,69000,Diesel,BMW
12881,Toyota Etios GD,280000,2012,58360,Diesel,Toyota
12882,Maruti Ciaz ZDi,615000,2016,52000,Diesel,Maruti
12883,Hyundai i10 Sportz,229999,2013,44000,Petrol,Hyundai
12884,Toyota Etios Liva,295000,2012,55000,Petrol,Toyota
12885,Volvo V40 D3,1499000,2015,44000,Diesel,others
12886,Maruti Wagon R,300000,2012,69000,Petrol,Maruti
12887,Toyota Innova Crysta,1650000,2017,63000,Diesel,Toyota
12888,Maruti Swift Dzire,600000,2017,60000,Diesel,Maruti
12889,Mercedes-Benz CLS 250,4100000,2016,4800,Diesel,Mercedes-Benz
12890,BMW X1 sDrive20d,2500000,2017,22000,Diesel,BMW
12891,Hyundai i20 2015-2017,550000,2016,51334,Petrol,Hyundai
12892,Hyundai i10 Sportz,240000,2012,50000,Petrol,Hyundai
12893,Maruti Wagon R,345000,2016,46613,Petrol,Maruti
12894,DC Avanti 2.0,400000,2008,12000,Petrol,others
12895,Mercedes-Benz GL-Class 220d,3350000,2016,40000,Diesel,Mercedes-Benz
12896,Hyundai Grand i10,455000,2017,21000,Diesel,Hyundai
12897,Maruti Baleno Delta,585000,2018,19000,Petrol,Maruti
12898,Hyundai Grand i10,540000,2015,41000,Petrol,Hyundai
12899,Toyota Etios Cross,445000,2015,51500,Diesel,Toyota
12900,Honda City 2017-2020,200000,2008,100000,Petrol,Honda
12901,Honda Amaze S,395000,2014,49000,Petrol,Honda
12902,Honda Jazz 1.2,590000,2017,42000,Petrol,Honda
12903,Maruti Baleno Zeta,680000,2018,4000,Petrol,Maruti
12904,Toyota Etios G,375000,2016,45000,Petrol,Toyota
12905,Toyota Etios Liva,434999,2016,21468,Petrol,Toyota
12906,Tata Tigor 1.05,650000,2018,40000,Diesel,Tata
12907,Maruti Ritz VXI,295000,2013,85000,Petrol,Maruti
12908,Hyundai Grand i10,375000,2014,29000,Petrol,Hyundai
12909,Maruti Eeco CNG,409999,2019,28500,CNG,Maruti
12910,Mercedes-Benz C-Class C,1425000,2014,82000,Diesel,Mercedes-Benz
12911,Jeep Compass 1.4,1450000,2018,34000,Petrol,others
12912,Hyundai Creta 1.6,890000,2016,30000,Petrol,Hyundai
12913,Honda Jazz V,625000,2017,34633,Petrol,Honda
12914,Maruti Swift Dzire,695000,2017,63452,Diesel,Maruti
12915,Porsche Macan 2013-2019,5975000,2017,34000,Petrol,others
12916,Maruti Wagon R,365000,2016,37208,CNG,Maruti
12917,Tata Safari Storme,675000,2015,80000,Diesel,Tata
12918,Hyundai i20 1.2,595000,2018,43000,Petrol,Hyundai
12919,Maruti Zen Estilo,120000,2009,70000,Petrol,Maruti
12920,Honda City V,475000,2012,78000,Petrol,Honda
12921,Toyota Camry Hybrid,1698999,2015,65000,Petrol,Toyota
12922,Mercedes-Benz E-Class E250,1050000,2010,48000,Petrol,Mercedes-Benz
12923,Maruti Swift AMT,650000,2018,30000,Petrol,Maruti
12924,Maruti Alto K10,235000,2012,42489,Petrol,Maruti
12925,Mercedes-Benz CLA 200,2790000,2018,26000,Diesel,Mercedes-Benz
12926,Hyundai Verna 1.6,545000,2014,47000,Diesel,Hyundai
12927,Hyundai Santro Xing,165000,2009,20000,Petrol,Hyundai
12928,Maruti Wagon R,320000,2015,56931,Petrol,Maruti
12929,Skoda Rapid 1.5,595000,2016,49000,Diesel,Skoda
12930,Hyundai Santro Xing,127000,2009,36000,Petrol,Hyundai
12931,Nissan Sunny Diesel,380000,2014,60000,Diesel,Nissan
12932,Mahindra Scorpio S4,825000,2016,64312,Diesel,Mahindra
12933,Hyundai Creta 1.4,865000,2018,73249,Diesel,Hyundai
12934,Hyundai i10 Era,150000,2011,190000,Petrol,Hyundai
12935,Maruti Celerio LXI,365000,2015,34000,Petrol,Maruti
12936,Toyota Camry A/T,1099000,2014,56000,Petrol,Toyota
12937,Maruti Wagon R,300000,2014,50000,Petrol,Maruti
12938,Maruti Eeco 5,415000,2019,10000,Petrol,Maruti
12939,Volkswagen Ameo 1.0,525000,2018,25000,Petrol,Volkswagen
12940,Maruti Vitara Brezza,780000,2017,60000,Diesel,Maruti
12941,Maruti Swift Dzire,425000,2015,52000,Petrol,Maruti
12942,Toyota Camry Hybrid,1995000,2016,87000,Petrol,Toyota
12943,Maruti Wagon R,425000,2015,33000,Petrol,Maruti
12944,Hyundai Grand i10,475000,2018,22000,Petrol,Hyundai
12945,Mercedes-Benz CLA 200,1950000,2016,32000,Petrol,Mercedes-Benz
12946,Maruti Vitara Brezza,894999,2018,29000,Diesel,Maruti
12947,MG Hector Sharp,1864999,2019,4100,Petrol,others
12948,Hyundai i20 Petrol,590000,2017,39000,Petrol,Hyundai
12949,Toyota Innova Crysta,1475000,2016,18000,Petrol,Toyota
12950,BMW X5 xDrive,4200000,2016,40000,Diesel,BMW
12951,Maruti Ertiga VDI,395000,2012,58000,Diesel,Maruti
12952,Mercedes-Benz S-Class S,5500000,2014,20001,Diesel,Mercedes-Benz
12953,Ford Figo Petrol,175000,2014,60000,Petrol,Ford
12954,Honda Amaze S,444000,2015,60500,Petrol,Honda
12955,Audi A4 2.0,1210000,2013,79000,Diesel,Audi
12956,Honda City 1.5,352000,2011,60000,Petrol,Honda
12957,Hyundai i10 Sportz,180000,2009,49100,Petrol,Hyundai
12958,Toyota Innova Crysta,1480000,2017,67000,Diesel,Toyota
12959,Honda Civic 1.8,285000,2010,80000,Petrol,Honda
12960,Honda Civic 1.8,360000,2010,56000,Petrol,Honda
12961,Volvo XC 90,2400000,2014,24000,Diesel,others
12962,Ford Figo Diesel,185000,2011,57349,Diesel,Ford
12963,Honda Brio S,265000,2012,68000,Petrol,Honda
12964,Maruti Baleno Zeta,637000,2017,14000,Petrol,Maruti
12965,Audi A6 2.0,1325000,2012,43000,Diesel,Audi
12966,Maruti Ciaz 1.4,750000,2017,58000,Petrol,Maruti
12967,Honda City i,525000,2015,63000,Diesel,Honda
12968,Chevrolet Cruze LTZ,550000,2013,68000,Diesel,Chevrolet
12969,Maruti Swift Dzire,475000,2016,35000,Petrol,Maruti
12970,Honda CR-V 2.4L,1575000,2016,55000,Petrol,Honda
12971,Hyundai i20 1.2,345000,2012,53000,Petrol,Hyundai
12972,Ford Endeavour 2.2,2675000,2018,17000,Diesel,Ford
12973,Renault Captur 1.5,785000,2018,32224,Petrol,Renault
12974,Hyundai Accent Executive,200000,2013,120000,CNG,Hyundai
12975,Maruti Wagon R,260000,2014,47000,Petrol,Maruti
12976,Mercedes-Benz GLC 220d,3650000,2017,33000,Diesel,Mercedes-Benz
12977,Toyota Corolla Altis,1193000,2017,33000,Diesel,Toyota
12978,Audi Q3 35,2499000,2018,46500,Diesel,Audi
12979,Maruti Wagon R,380000,2018,55000,CNG,Maruti
12980,Maruti Wagon R,365000,2016,61193,Petrol,Maruti
12981,Maruti Wagon R,385000,2017,15000,Petrol,Maruti
12982,Maruti Celerio VXI,420000,2019,30000,Petrol,Maruti
12983,Honda City 1.5,275000,2008,50000,Petrol,Honda
12984,Mahindra Scorpio S6,650000,2015,90000,Diesel,Mahindra
12985,Maruti Swift Star,275000,2012,64000,Diesel,Maruti
12986,Honda City i-DTEC,1051000,2017,55598,Diesel,Honda
12987,Maruti Vitara Brezza,780000,2018,20000,Diesel,Maruti
12988,Honda City i,550000,2015,75000,Diesel,Honda
12989,Ford Ecosport 2015-2021,532000,2015,73521,Diesel,Ford
12990,Maruti Swift Dzire,325000,2012,78000,Diesel,Maruti
12991,Hyundai Xcent 1.2,365000,2014,60000,Diesel,Hyundai
12992,Hyundai i10 Era,240000,2010,80000,Petrol,Hyundai
12993,Honda City i,556000,2014,88000,Diesel,Honda
12994,Toyota Corolla Altis,890000,2015,53000,Petrol,Toyota
12995,Honda City i,825000,2017,70000,Diesel,Honda
12996,Mercedes-Benz S-Class S,1750000,2010,52000,Petrol,Mercedes-Benz
12997,Mahindra XUV500 W8,993000,2016,57000,Diesel,Mahindra
12998,Tata Harrier XT,1475000,2019,12000,Diesel,Tata
12999,Mini Cooper S,1290000,2012,38000,Petrol,others
13000,BMW X5 xDrive,3700000,2015,47500,Diesel,BMW
13001,Maruti Celerio ZXI,465000,2016,2200,Petrol,Maruti
13002,Volkswagen Vento 1.5,350000,2013,55000,Diesel,Volkswagen
13003,Tata Zest Revotron,325000,2014,29000,Petrol,Tata
13004,Honda Amaze VX,375000,2014,52000,Petrol,Honda
13005,Volkswagen Vento Diesel,324000,2013,65000,Diesel,Volkswagen
13006,Hyundai Creta 1.4,825000,2017,85000,Diesel,Hyundai
13007,Maruti Swift 1.3,240000,2010,70000,Petrol,Maruti
13008,Mahindra Scorpio Intelli,1249000,2017,45023,Diesel,Mahindra
13009,Honda CR V,1750000,2017,75000,Petrol,Honda
13010,Toyota Fortuner 2016-2021,3300000,2019,45000,Diesel,Toyota
13011,Honda City i,800000,2017,36591,Petrol,Honda
13012,Ford Ecosport 2015-2021,675000,2016,72000,Diesel,Ford
13013,Ford Ecosport 1.5,509999,2014,55000,Petrol,Ford
13014,Renault Duster 110PS,425000,2013,70931,Diesel,Renault
13015,Hyundai i20 2015-2017,550000,2016,60000,Petrol,Hyundai
13016,Maruti Wagon R,299000,2016,58000,Petrol,Maruti
13017,Audi A5 Sportback,3679999,2017,36000,Diesel,Audi
13018,Hyundai Creta 1.6,760000,2016,58500,Diesel,Hyundai
13019,Volkswagen Polo Diesel,299000,2013,53000,Diesel,Volkswagen
13020,Maruti Kizashi CVT,425000,2011,63000,Petrol,Maruti
13021,Maruti Ertiga VXI,550000,2015,51342,Petrol,Maruti
13022,Maruti Ciaz ZDi,650000,2017,39000,Diesel,Maruti
13023,Maruti Ciaz VDi,735000,2017,55000,Diesel,Maruti
13024,Maruti Swift LXI,434999,2016,45000,Petrol,Maruti
13025,Fiat Linea T,199000,2010,42000,Petrol,others
13026,Hyundai Verna 1.6,475000,2013,68000,Diesel,Hyundai
13027,Maruti Baleno Zeta,565000,2016,60001,Petrol,Maruti
13028,Honda Brio S,295000,2013,61000,Petrol,Honda
13029,Honda Amaze VX,425000,2013,53000,Petrol,Honda
13030,Hyundai Creta 1.6,833000,2015,58000,Diesel,Hyundai
13031,Maruti Wagon R,236000,2012,45000,Petrol,Maruti
13032,Toyota Innova 2.5,550000,2012,67000,Diesel,Toyota
13033,Tata Hexa XE,950000,2017,110000,Diesel,Tata
13034,Toyota Innova Crysta,1600000,2018,36000,Diesel,Toyota
13035,Maruti Swift VXI,390000,2014,55000,Petrol,Maruti
13036,Maruti Swift VXI,570000,2018,18000,Petrol,Maruti
13037,Maruti Alto 800,320000,2018,9800,Petrol,Maruti
13038,Toyota Etios Liva,400000,2014,35550,Petrol,Toyota
13039,Honda City SV,925000,2019,16000,Petrol,Honda
13040,Maruti Ciaz ZDi,650000,2016,56000,Diesel,Maruti
13041,Maruti Alto K10,249000,2013,30000,Petrol,Maruti
13042,BMW 5 Series,1925000,2014,42000,Diesel,BMW
13043,Tata Manza Aura,185000,2011,60000,Diesel,Tata
13044,Honda Amaze S,450000,2016,45000,Petrol,Honda
13045,Maruti Alto 800,216000,2015,90000,CNG,Maruti
13046,Volkswagen Vento 1.5,399000,2013,50000,Diesel,Volkswagen
13047,Mahindra Thar CRDe,900000,2016,25000,Diesel,Mahindra
13048,Mercedes-Benz B Class,1475000,2015,7000,Diesel,Mercedes-Benz
13049,Honda WR-V i-VTEC,548000,2018,32547,Petrol,Honda
13050,Renault KWID RXT,280000,2016,46583,Petrol,Renault
13051,Mini 5 DOOR,2575000,2015,24500,Diesel,others
13052,Toyota Innova Crysta,1450000,2017,54000,Diesel,Toyota
13053,Maruti Swift VDI,450000,2016,46000,Diesel,Maruti
13054,Mahindra XUV500 AT,975000,2016,44890,Diesel,Mahindra
13055,Fiat Grande Punto,300000,2014,120000,Diesel,others
13056,Hyundai i20 Asta,504000,2015,57700,Petrol,Hyundai
13057,Volkswagen Polo 2015-2019,875000,2018,16000,Petrol,Volkswagen
13058,Honda City i,700000,2016,46000,Diesel,Honda
13059,Hyundai Santro Xing,200000,2012,52000,Petrol,Hyundai
13060,Mahindra Bolero 2011-2019,500000,2014,84000,Diesel,Mahindra
13061,Hyundai Verna 1.6,440000,2012,38000,Petrol,Hyundai
13062,Volkswagen Polo 1.5,425000,2015,46000,Diesel,Volkswagen
13063,Volkswagen Polo 1.5,425000,2014,49753,Diesel,Volkswagen
13064,Honda City S,390000,2012,69000,Petrol,Honda
13065,Toyota Corolla Altis,245000,2008,75000,Petrol,Toyota
13066,Mahindra Scorpio LX,550000,2013,67000,Diesel,Mahindra
13067,Maruti Baleno Alpha,730000,2018,15155,Petrol,Maruti
13068,Toyota Fortuner 2016-2021,3200000,2019,12000,Diesel,Toyota
13069,Hyundai i20 1.2,370000,2018,36984,Petrol,Hyundai
13070,Volkswagen Polo Diesel,234000,2013,89103,Diesel,Volkswagen
13071,Hyundai i10 Magna,225000,2013,70000,Petrol,Hyundai
13072,Bentley Continental Flying,5200000,2012,37500,Petrol,others
13073,Audi Q3 2.0,1424000,2013,66000,Diesel,Audi
13074,Land Rover Discovery,4100000,2018,37500,Diesel,others
13075,Maruti Ritz VDi,350000,2014,50000,Diesel,Maruti
13076,Mahindra XUV500 W10,1099000,2016,50000,Diesel,Mahindra
13077,Hyundai Santro Xing,90000,2007,70000,Petrol,Hyundai
13078,Volvo V40 D3,1480000,2015,44000,Diesel,others
13079,Tata Manza Aura,185000,2013,57000,Diesel,Tata
13080,Toyota Corolla Altis,1450000,2017,71000,Petrol,Toyota
13081,Mercedes-Benz C-Class C,1365000,2014,66000,Diesel,Mercedes-Benz
13082,Tata Zest AMT,500000,2016,64609,Diesel,Tata
13083,Hyundai i10 Sportz,305000,2015,40000,Petrol,Hyundai
13084,Hyundai Grand i10,425000,2016,62580,Diesel,Hyundai
13085,Mercedes-Benz M-Class ML,1201000,2011,83000,Diesel,Mercedes-Benz
13086,Mahindra XUV500 W10,955000,2015,50000,Diesel,Mahindra
13087,Mahindra XUV500 W9,1495000,2018,45000,Diesel,Mahindra
13088,Maruti Eeco CNG,245000,2015,52000,CNG,Maruti
13089,Skoda Superb Elegance,396000,2009,70000,Petrol,Skoda
13090,Maruti Wagon R,490000,2019,22000,Petrol,Maruti
13091,Honda City i,550000,2015,60000,Diesel,Honda
13092,Maruti Swift Dzire,300000,2012,100000,Diesel,Maruti
13093,Maruti Swift VXI,240000,2011,48634,Petrol,Maruti
13094,Maruti Swift Dzire,260000,2010,65000,Petrol,Maruti
13095,Maruti Swift Dzire,335000,2012,55000,Petrol,Maruti
13096,Volvo S60 D5,1499000,2014,57000,Diesel,others
13097,Hyundai i20 Magna,535000,2017,24278,Petrol,Hyundai
13098,Maruti Celerio ZXI,525000,2018,47064,Petrol,Maruti
13099,Maruti Swift VDI,325000,2013,79000,Diesel,Maruti
13100,Hyundai Venue SX,1095000,2019,26000,Petrol,Hyundai
13101,Maruti Swift LXI,390000,2015,30041,Petrol,Maruti
13102,Maruti Swift Dzire,650000,2018,11000,Petrol,Maruti
13103,Toyota Etios Liva,495000,2016,64000,Petrol,Toyota
13104,Hyundai i20 Asta,525000,2014,49000,Diesel,Hyundai
13105,Maruti Swift LDI,285000,2013,53569,Diesel,Maruti
13106,Maruti Alto 800,245000,2015,38000,Petrol,Maruti
13107,Hyundai Venue SX,1145000,2020,581,Petrol,Hyundai
13108,Hyundai Xcent 1.2,480000,2018,28000,Petrol,Hyundai
13109,Hyundai Verna 1.6,475000,2013,81000,Petrol,Hyundai
13110,Ford Ecosport 2015-2021,525000,2015,72000,Diesel,Ford
13111,Maruti Swift Dzire,300000,2010,50000,Petrol,Maruti
13112,Maruti Wagon R,129000,2009,63000,Petrol,Maruti
13113,Jaguar XF S,1700000,2013,40000,Diesel,others
13114,Renault Duster 110PS,650000,2015,81645,Diesel,Renault
13115,Mahindra XUV500 W6,590000,2014,66000,Diesel,Mahindra
13116,Maruti Wagon R,129000,2008,67000,Petrol,Maruti
13117,Maruti Swift Dzire,425000,2015,56000,Petrol,Maruti
13118,Mahindra XUV500 AT,1200000,2017,43464,Diesel,Mahindra
13119,Skoda Rapid 1.5,509999,2014,76000,Diesel,Skoda
13120,Skoda Superb Elegance,525000,2012,67544,Diesel,Skoda
13121,Tata Nexon 1.5,675000,2019,26600,Diesel,Tata
13122,Toyota Innova Crysta,1485000,2017,27000,Diesel,Toyota
13123,Maruti Swift Dzire,385000,2014,72001,Petrol,Maruti
13124,Honda City i,685000,2016,79000,Petrol,Honda
13125,Maruti Alto 800,254999,2015,36390,Petrol,Maruti
13126,Mercedes-Benz E-Class E,894999,2012,67000,Diesel,Mercedes-Benz
13127,Toyota Glanza V,875000,2020,2500,Petrol,Toyota
13128,Honda Jazz 1.2,495000,2015,61000,Petrol,Honda
13129,Hyundai Xcent 1.2,515000,2016,50000,Petrol,Hyundai
13130,Maruti Ciaz 1.4,848000,2019,27000,Petrol,Maruti
13131,Maruti Swift ZXI,525000,2016,38765,Petrol,Maruti
13132,Maruti Alto 800,157000,2013,70000,Petrol,Maruti
13133,Renault Duster 110PS,415000,2013,58327,Diesel,Renault
13134,Hyundai Venue SX,994999,2019,27000,Petrol,Hyundai
13135,Mercedes-Benz S-Class S,999000,2008,72000,Petrol,Mercedes-Benz
13136,Mercedes-Benz GL-Class 350,2925000,2014,107000,Diesel,Mercedes-Benz
13137,Mahindra Scorpio S7,1285000,2018,15000,Diesel,Mahindra
13138,Maruti Wagon R,249000,2012,72300,Petrol,Maruti
13139,Hyundai i10 Magna,165000,2009,97341,Petrol,Hyundai
13140,Mercedes-Benz C-Class C,1250000,2012,60000,Petrol,Mercedes-Benz
13141,Toyota Innova Crysta,1450000,2017,68000,Diesel,Toyota
13142,Audi A4 35,1850000,2016,51000,Diesel,Audi
13143,Renault Triber RXT,575000,2019,2709,Petrol,Renault
13144,Maruti Swift Dzire,275000,2011,86000,Diesel,Maruti
13145,BMW X1 sDrive,1750000,2015,25000,Diesel,BMW
13146,Hyundai Grand i10,455000,2017,16249,Petrol,Hyundai
13147,Maruti Alto K10,209000,2012,62351,Petrol,Maruti
13148,Mercedes-Benz M-Class ML,2200000,2014,70000,Diesel,Mercedes-Benz
13149,Nissan Sunny Diesel,360000,2012,45000,Diesel,Nissan
13150,Honda Amaze S,425000,2015,33000,Petrol,Honda
13151,Maruti Vitara Brezza,900000,2019,15000,Diesel,Maruti
13152,Maruti Wagon R,275000,2012,54000,Petrol,Maruti
13153,Honda Mobilio V,440000,2014,59000,Diesel,Honda
13154,Volkswagen Polo Petrol,285000,2011,27282,Petrol,Volkswagen
13155,Maruti Baleno Alpha,600000,2019,9000,Petrol,Maruti
13156,Toyota Glanza G,822000,2019,25637,Petrol,Toyota
13157,Renault Duster 85PS,500000,2014,90000,Diesel,Renault
13158,Ford Figo Diesel,323000,2015,62752,Diesel,Ford
13159,Hyundai i10 Era,290000,2012,47000,Petrol,Hyundai
13160,Maruti Baleno Alpha,675000,2018,19000,Petrol,Maruti
13161,Ford Ecosport 2015-2021,800000,2017,25000,Diesel,Ford
13162,Ford Ecosport 2015-2021,625000,2017,29104,Petrol,Ford
13163,Maruti Ciaz ZXi,645000,2016,33000,Petrol,Maruti
13164,Hyundai i10 Magna,170000,2010,53000,Petrol,Hyundai
13165,Maruti Swift Dzire,480000,2014,101000,Petrol,Maruti
13166,Skoda Rapid 1.6,490000,2015,68000,Diesel,Skoda
13167,Audi A4 2.0,1251000,2013,43000,Diesel,Audi
13168,Maruti Eeco CNG,345000,2017,32000,CNG,Maruti
13169,Honda Civic 1.8,195000,2008,58000,Petrol,Honda
13170,Mahindra XUV500 W8,875000,2015,61000,Diesel,Mahindra
13171,Maruti Ertiga CNG,650000,2015,49000,CNG,Maruti
13172,Maruti Wagon R,415000,2018,30000,Petrol,Maruti
13173,Hyundai Santro Magna,480000,2018,30650,CNG,Hyundai
13174,Maruti Swift Dzire,500000,2018,40000,Petrol,Maruti
13175,Jeep Compass 1.4,1545000,2017,24700,Petrol,others
13176,Toyota Etios G,245000,2012,81001,Petrol,Toyota
13177,Hyundai Grand i10,385000,2015,38000,Petrol,Hyundai
13178,Hyundai Santa Fe,1400000,2015,150000,Diesel,Hyundai
13179,Skoda Rapid 1.6,295000,2012,80000,Petrol,Skoda
13180,Maruti Ertiga VXI,615000,2016,52000,Petrol,Maruti
13181,Hyundai Santro Xing,90000,2008,34698,Petrol,Hyundai
13182,Mahindra Thar CRDe,710000,2014,27000,Diesel,Mahindra
13183,Datsun RediGO T,245000,2017,37001,Petrol,others
13184,Maruti Swift LXI,365000,2014,75328,Petrol,Maruti
13185,Tata Safari 2005-2017,250000,2008,110000,Diesel,Tata
13186,Datsun RediGO T,295000,2018,49000,Petrol,others
13187,Chevrolet Cruze LTZ,590000,2013,85000,Diesel,Chevrolet
13188,Toyota Innova Crysta,1450000,2017,70000,Diesel,Toyota
13189,Maruti Swift VDI,350000,2013,73000,Diesel,Maruti
13190,Renault KWID Climber,365000,2018,11051,Petrol,Renault
13191,Hyundai Creta 1.6,1025000,2017,51000,Diesel,Hyundai
13192,Maruti Swift VXI,425000,2015,31000,Petrol,Maruti
13193,Maruti Vitara Brezza,785000,2017,68000,Diesel,Maruti
13194,Hyundai Creta 1.6,1050000,2016,40000,Diesel,Hyundai
13195,Volkswagen Polo Petrol,275000,2011,64845,Petrol,Volkswagen
13196,Hyundai i20 Active,525000,2015,55000,Petrol,Hyundai
13197,Hyundai Creta 1.6,990000,2016,55000,Diesel,Hyundai
13198,Toyota Etios VX,295000,2011,41000,Petrol,Toyota
13199,Maruti Ertiga CNG,919999,2019,22000,CNG,Maruti
13200,Hyundai Grand i10,484999,2018,53546,Petrol,Hyundai
13201,Maruti Ertiga ZXI,1025000,2019,9000,Petrol,Maruti
13202,Hyundai i20 Asta,512000,2015,99332,Diesel,Hyundai
13203,Fiat Punto 1.3,135000,2012,63000,Diesel,others
13204,Renault Duster 85PS,475000,2015,80246,Diesel,Renault
13205,Hyundai Verna 1.6,390000,2013,58000,Diesel,Hyundai
13206,Honda City 1.5,350000,2010,50000,Petrol,Honda
13207,Maruti Wagon R,320000,2014,46000,Petrol,Maruti
13208,Mahindra Scorpio S11,1500000,2019,52484,Diesel,Mahindra
13209,Mahindra TUV 300,550000,2016,95000,Diesel,Mahindra
13210,Maruti Swift Dzire,450000,2016,62000,Petrol,Maruti
13211,Hyundai Venue SX,994999,2020,13000,Petrol,Hyundai
13212,Hyundai Creta 1.6,800000,2016,38000,Petrol,Hyundai
13213,Honda City 1.5,885000,2018,31000,Petrol,Honda
13214,Honda Amaze S,320000,2014,75456,Diesel,Honda
13215,Volkswagen Polo Diesel,365000,2013,70000,Diesel,Volkswagen
13216,Toyota Fortuner 4x2,1100000,2013,170000,Diesel,Toyota
13217,Maruti Baleno Delta,590000,2018,21000,Petrol,Maruti
13218,Volkswagen Vento Petrol,285000,2012,58000,Petrol,Volkswagen
13219,Maruti Ciaz VXi,575000,2015,37000,Petrol,Maruti
13220,Mahindra XUV500 W8,675000,2014,90000,Diesel,Mahindra
13221,Ford Ecosport 2015-2021,815000,2017,40600,Diesel,Ford
13222,Renault Duster 85PS,541000,2016,65000,Diesel,Renault
13223,Mahindra XUV500 W10,925000,2015,80000,Diesel,Mahindra
